question,info,answer,paragraph
Những hành động nào đã gây ra xung đột lớn trong khu vực Đông Á đầu thế kỷ 20?,"[""Xác định rõ 'xung đột lớn' đề cập đến Nội chiến Trung Quốc hay một cuộc xung đột khác"", ""Thời điểm cụ thể trong đầu thế kỷ 20"", ""Phân biệt giữa nguyên nhân trực tiếp và gián tiếp của xung đột"", ""Các bên tham gia chính trong xung đột""]",'Hành động trục xuất thành viên cộng sản và cố vấn Liên Xô của Tưởng Giới Thạch',"Năm 1926, Tưởng Giới Thạch phát động Bắc phạt nhằm đánh bại các quân phiệt miền bắc và thống nhất Trung Quốc dưới quyền Quốc dân Đảng. Chính phủ Quốc dân bổ nhiệm Tưởng Giới Thạch làm tổng tư lệnh của Quốc dân Cách mệnh Quân để tiến hành chiến dịch. Tưởng Giới Thạch được Liên Xô tiếp tế, chinh phục được một nửa Trung Quốc trong vòng chín tháng. Tuy nhiên, phân liệt bùng phát giữa Đảng Cộng sản Trung Quốc và Trung Quốc Quốc dân Đảng, đe dọa đến Bắc phạt. Uông Tinh Vệ chiếm được Vũ Hán trong tháng 1 năm 1927, ông ta được điệp viên Liên Xô Mikhail Borodin giúp đỡ, tuyên bố Chính phủ Quốc dân đã dời đến Vũ Hán. Tưởng Giới Thạch chiếm được Nam Kinh trong tháng 3, ông cho dừng chiến dịch của mình và chuẩn bị tuyệt giao bạo lực với Uông Tinh Vệ và đồng minh cộng sản của ông ta. Hành động trục xuất thành viên cộng sản và cố vấn Liên Xô của Tưởng Giới Thạch dẫn đến khởi đầu Nội chiến Trung Quốc. Uông Tinh Vệ cuối cùng giao lại quyền lực cho Tưởng Giới Thạch. Joseph Stalin lệnh cho Đảng Cộng sản Trung Quốc tuân theo quyền lãnh đạo của Quốc dân Đảng. Đến khi chia rẽ được hàn gắn, Tưởng Giới Thạch tiếp tục chiến dịch Bắc phạt và tìm cách chiếm lấy Thượng Hải. Quốc dân Cách mạng Quân chiếm được Bắc Kinh vào năm 1928, là thủ đô được quốc tế công nhận, điều này cho phép Quốc dân Đảng nhận được công nhận ngoại giao rộng rãi vào cùng năm. Thủ đô được chuyển từ Bắc Kinh đến Nam Kinh. Giai đoạn Quốc dân Đảng cai trị Trung Quốc từ năm 1927 đến năm 1937 có đặc điểm là tương đối ổn định và thịnh vượng, được gọi là thập niên Nam Kinh."
Ai là người chỉ huy tiếp tế cho cuộc hành quân ở vùng biên giới?,"[""Tên cụ thể của cuộc hành quân (Castor)"", ""Vai trò của Navarre trong việc tiếp tế"", ""Ai chỉ huy việc tiếp tế (không phải người ra lệnh hành quân)"", ""Thông tin về hệ thống tiếp tế thực tế"", ""Xác định rõ vùng biên giới nào""]",'Navarre',"Tháng 11 năm 1953, Navarre mở cuộc hành quân Castor đánh chiếm Điện Biên Phủ - Khu vực mà ông cho rằng có vị trí chiến lược chặn giữa tuyến đường chính của Quân đội Nhân dân Việt Nam sang Lào. Navarre xem căn cứ này vừa là một vị trí khóa chặn, vừa là một cái bẫy để nhử đối phương vào một trận đánh lớn theo kiểu kinh điển và có tính chất quyết định mà tại đó Quân đội Nhân dân Việt Nam sẽ bị tiêu diệt bởi pháo binh và hỏa lực không quân vượt trội của Pháp. Navarre đã chọn Điện Biên Phủ - vùng đất nằm trong một thung lũng lớn, cách Hà Nội 200 dặm đường không, với sự chi viện của khoảng 400 máy bay. Quân Pháp sau những trận đánh nống thất bại đã nhường các điểm cao xung quanh cho Quân đội Nhân dân Việt Nam, Navarre cho rằng khi đó Quân đội Nhân dân Việt Nam không đủ khả năng đưa pháo lên Điện Biên Phủ nên sẽ không có nguy hiểm gì từ các điểm cao. Điện Biên Phủ được Navarre xem như là một ""cái nhọt tụ độc"", hút hết phần lớn chủ lực của Quân đội Nhân dân Việt Nam và đảm bảo an toàn cho đồng bằng Bắc Bộ."
Hoạn quan mất khi bao nhiêu tuổi?,"[""Hoạn quan nào?"", ""Đoạn văn chỉ nói về tuổi của Minh Anh Tông khi Vương Chấn mất quyền, không phải tuổi của Vương Chấn khi mất"", ""Thời điểm Vương Chấn mất""]",'gần 15 tuổi',"Minh Anh Tông từ nhỏ đã sủng tín hoạn quan Vương Chấn, khởi đầu hành vi hoạn quan chuyên quyền nghiêm trọng của triều Minh. Năm 1442, người hạn chế quyền thế của Vương Chấn là Trương thái hoàng thái hậu từ trần, đương thời Minh Anh Tông gần 15 tuổi, Vương Chấn càng thêm chuyên quyền. Sau khi nguyên lão trọng thần ""Tam Dương"" từ trần, Vương Chấn chuyên quyền hống hách, triệt hạ biển sắt ghi sắc mệnh cấm chỉ hoạn quan can chính do Thái Tổ lưu lại, Minh Anh Tông đối với nhân vật này càng tín nhiệm hơn."
Ai là phụ mẫu của người phối ngẫu trong hoàng tộc?,"[""Cần xác định đang nói về người phối ngẫu nào trong hoàng tộc"", ""Cần biết thời điểm cụ thể đang đề cập"", ""Cần làm rõ 'phụ mẫu' là cha mẹ của Hoàng hậu hay của người phối ngẫu khác""]",'Quý Ly',"Vua Trần Phế Đế bị buộc cổ cho chết, Trần Nghệ Tông lập người con út là Chiêm Định Vương Ngung làm Hoàng đế, tức vua Trần Thuận Tông, vào năm 1388, đổi niên hiệu là Quang Thái, đại xá, tự xưng là Nguyên Hoàng. Một năm sau, vua lập con gái lớn của Quý Ly làm Hoàng hậu. Cùng năm đó, Hồ Quý Ly lấy người tâm phúc của mình là Phạm Cự Luận làm Thiêm Thư khu mật viện sự, Cự Luận tiến cử cho Quý Ly người em là Phạm Phiếm cùng Vương Khả Tuân, Dương Chương, Hàn Tử Tây, Nguyễn Sùng, Nguyễn Thư, Nguyễn Cảnh Thân và Đỗ Tử Mãn, đều là người tài giỏi."
Bộ phim đầu tiên có kịch bản tên gì?,"[""Quốc gia cụ thể"", ""Khoảng thời gian cụ thể"", ""Bối cảnh lịch sử điện ảnh""]",'O Rapto de Uma Actriz',"Điện ảnh được đưa đến Bồ Đào Nha vào năm 1896 khi trình chiếu các bộ phim nước ngoài, và phim đầu tiên của Bồ Đào Nha là Saída do Pessoal Operário da Fábrica Confiança được sản xuất vào cùng năm. Rạp chiếu phim đầu tiên khánh thành vào năm 1904 và phim có kịch bản đầu tiên của Bồ Đào Nha là O Rapto de Uma Actriz (1907). Phim có tiếng suốt phim đầu tiên là A Severa, được sản xuất vào năm 1931. Thời kỳ hoàng kim bắt đầu vào năm 1933 với A Canção de Lisboa, và kéo dài trong hai thập niên sau với các phim như O Pátio das Cantigas (1942) và A Menina da Rádio (1944). Aniki-Bóbó (1942) là phim truyện đầu tiên của Manoel de Oliveira, ghi một dấu mốc với phong cách duy thực, đi trước phong trào phim tân hiện thực Ý một vài năm. Đến đầu thập niên 1960, phong trào Cinema Novo (""điện ảnh mới"") được sản sinh, thể hiện chủ nghĩa hiện thực trong phim, theo cảm hứng từ phong trào tân hiện thực Ý và làn sóng mới Pháp, với các phim như Dom Roberto (1962) và Os Verdes Anos (1963). Phong trào trở nên đặc biệt thích hợp sau Cách mạng hoa cẩm chướng vào năm 1974. Năm 1989, Recordações da Casa Amarela của João César Monteiro thắng giải Sư tử bạc tại Liên hoan phim Venezia. Đến năm 2009, Arena của João Salaviza chiến thắng Giải Cành cọ vàng cho phim ngắn của Liên hoan phim Cannes. Điện ảnh Bồ Đào Nha được trợ giúp đáng kể từ nhà nước, Viện Điện ảnh và Nghe nhìn hỗ trợ tài chính cho các bộ phim."
Ý nghĩa của việc Thống nhất là gì?,"[""Thống nhất nào đang được đề cập (Mặt trận Quốc gia Thống nhất hay Thống nhất đất nước)"", ""Thời điểm cụ thể của việc thống nhất"", ""Bối cảnh lịch sử của việc thống nhất""]",'quy tụ nhiều tổ chức cách mạng tại miền Nam Việt Nam',"Ngày 14/8/1945, Mặt trận Quốc gia Thống nhất được thành lập quy tụ nhiều tổ chức cách mạng tại miền Nam Việt Nam như Việt Nam Quốc gia Độc lập Đảng, Thanh niên Tiền phong, Tịnh độ cư sĩ Phật giáo, Hòa Hảo, Cao Đài, Liên đoàn công chức, nhóm Tranh đấu của những người Trotskyist... Ngày 21/8/1945, Mặt trận Quốc gia Thống nhất tổ chức biểu tình biểu dương lực lượng tại Sài Gòn. Ngày 22/8/1945, Thanh niên Tiền phong rời khỏi Mặt trận Quốc gia Thống nhất để gia nhập Việt Minh. Ngay sau đó, Việt Minh treo biểu ngữ ""Chánh quyền về Việt Minh"" khắp Sài Gòn, rải truyền đơn tuyên bố Việt Minh được phe Đồng Minh ủng hộ và kêu gọi nhân dân ủng hộ chính quyền do Việt Minh thành lập. Lãnh đạo các đảng phái quốc gia tại miền Nam Việt Nam hoàn toàn bất ngờ trước ý định đơn phương thành lập chính quyền của Việt Minh."
Ai đã khởi động cuộc chiến ở Cuba?,"[""Thời điểm cụ thể (năm 1890 hay 1895)"", ""Cuộc chiến nào (cuộc chiến độc lập đầu tiên hay cuộc chiến mới)"", ""Vai trò cụ thể của José Martí (người tổ chức hay người lãnh đạo trực tiếp)"", ""Liệu câu hỏi đề cập đến người khởi xướng ý tưởng hay người thực sự bắt đầu hành động""]",'José Martí',"Trong thập niên 1890, các phong trào ủng hộ độc lập hồi sinh, được thúc đẩy bởi sự oán giận do các biện pháp hạn chế áp đặt lên thương mại Cuba và tình trạng thù địch với chính sách quản lý ngày càng phân biệt đối xử và không hiệu của Tây Ban Nha. Rất ít lời hứa cải cách kinh tế theo Hiệp ước Zanjon được chính phủ Tây Ban Nha thực hiện. Tháng 4 năm 1895, một cuộc chiến tranh mới nổ ra, do tác gia và là nhà thơ José Martí người đã tổ chức chiến tranh trong giai đoạn mười năm sống tha hương tại Hoa Kỳ lãnh đạo. Ông tuyên bố Cuba trở thành một nước Cộng hòa độc lập — Martí bị giết hại tại Dos Rios ngay sau khi đặt chân tới Cuba cùng lực lượng viễn chinh phía đông. Cái chết đã khiến ông trở thành bất tử và được coi là một anh hùng quốc gia Cuba."
Chính sách văn học nào đã được áp dụng ở vùng lãnh thổ này?,"[""Thời điểm cụ thể đang hỏi (thập niên 1930 hay thời kỳ khác)"", ""Ai áp dụng chính sách (Stalin hay chính quyền nào)"", ""Vùng lãnh thổ này là gì (Ukraina hay Liên Xô)"", ""Đang hỏi về chính sách văn học nào (chủ nghĩa hiện thực xã hội chủ nghĩa hay các chính sách khác được đề cập)""]",'chính sách chủ nghĩa hiện thực xã hội chủ nghĩa',"Văn học Ukraina tiếp tục phát triển trong những năm đầu thời kỳ Xô viết, khi hầu hết mọi khuynh hướng văn học đều được cho phép. Những chính sách này đã thay đổi trong thập niên 1930, khi Stalin áp dụng chính sách chủ nghĩa hiện thực xã hội chủ nghĩa. Học thuyết này không đàn áp tiếng Ukraina, nhưng nó buộc các tác giả phải theo một số kiểu cách trong tác phẩm của mình. Các hoạt động văn học tiếp tục bị hạn chế ở một số điểm bởi đảng cộng sản, và chỉ tới khi Ukraina giành độc lập năm 1991 thì các tác giả mới có thể thể hiện mình như mình muốn."
Tại sao vùng đất bị thay đổi chủ nhân?,"[""Thời điểm cụ thể xảy ra sự thay đổi"", ""Vùng đất nào đang được đề cập"", ""Ai là chủ nhân trước đó"", ""Ai là người Khazix/Khazar được nhắc đến""]",'các bộ tộc Bulgar di cư theo nhiều hướng',"Khu định cư của con người trong lãnh thổ Ukraina ít nhất có từ năm 4500 trước Công Nguyên, khi nền văn hoá Cucuteni thời kỳ Đồ đá mới phát triển tại một khu vực lớn bao phủ nhiều vùng của Ukraina hiện đại gồm Trypillia và toàn bộ vùng Dnieper-Dniester. Trong thời kỳ đồ sắt, vùng đất này được cư trú bởi người Cimmeria, Scythia, và Sarmatia. Từ năm 700 trước Công Nguyên tới 200 trước Công Nguyên nó là một phần của Vương quốc Scythian, hay Scythia. Sau này, các thuộc địa của Hy Lạp cổ đại, La Mã cổ đại, và Đế chế Đông La Mã, như Tyras, Olbia, và Hermonassa, đã được thành lập, bắt đầu ở thế kỷ thứ VI trước Công Nguyên, trên bờ phía đông bắc Biển Đen, và trở nên thịnh vượng trong thế kỷ thứ VI Công Nguyên. Người Goths sống trong vùng nhưng nằm dưới sự thống trị của người Hung từ những năm 370 của Công Nguyên. Ở thế kỷ thứ VII, lãnh thổ đông Ukraina là trung tâm của Đại Bulgaria Cổ. Cuối thế kỷ đó, đa số các bộ tộc Bulgar di cư theo nhiều hướng và vùng đất lại rơi vào tay người Khazar."
Chế độ cộng hòa ở Pháp được thành lập khi nào?,"[""Cần xác định đang hỏi về Đệ Nhị Cộng hòa Pháp cụ thể"", ""Đoạn văn chỉ đề cập đến Đệ Tam, Đệ Tứ và Đệ Ngũ Cộng hòa Pháp"", ""Không có thông tin về thời điểm thành lập Đệ Nhị Cộng hòa Pháp trong đoạn văn""]",'năm 1870',"Trong thế kỷ XIX, Napoléon nắm quyền và lập ra Đệ Nhất Đế chế Pháp, các cuộc chiến tranh của Napoléon định hình tiến trình của châu Âu lục địa. Sau khi đế quốc sụp đổ, Pháp trải qua náo động với các chính phủ kế tiếp nhau, đỉnh điểm là thành lập Đệ Tam Cộng hòa Pháp vào năm 1870. Pháp là một bên tham chiến chính trong chiến tranh thế giới thứ nhất, và giành được đại thắng. Trong chiến tranh thế giới thứ hai, Pháp nằm trong khối Đồng Minh song bị phe Trục chiếm đóng vào năm 1940. Sau khi được giải phóng vào năm 1944, Đệ Tứ Cộng hòa Pháp được thành lập song sau đó bị giải thể trong tiến trình chiến tranh Algérie. Nền Đệ Ngũ cộng hoà dưới quyền Charles de Gaulle được thành lập vào năm 1958 và tồn tại cho đến nay. Algérie và gần như toàn bộ các thuộc địa khác độc lập trong thập niên 1960, song thường duy trì các liên kết kinh tế và quân sự mật thiết với Pháp."
Ai đã đứng ra giảng hòa trong cuộc xung đột ở miền Bắc?,"[""Thời điểm cụ thể của cuộc xung đột"", ""Xác định rõ đây là xung đột giữa Việt Minh và Việt Quốc tại Hà Giang"", ""Vai trò của chính phủ trong việc giảng hòa"", ""Mối quan hệ giữa đại úy Nguyễn Duy Viên với các bên""]",'chính phủ',"Tháng 9/1945, Việt Quốc thỏa thuận bí mật với đại úy Nguyễn Duy Viên theo đó đại đội lính khố đỏ của ông sẽ theo Việt Quốc. Tuy nhiên Việt Quốc nghi ngờ đại úy Viên là điệp viên hai mang của Pháp và sẽ điều động đơn vị của mình thủ tiêu đảng viên Việt Quốc ngay sau khi vượt biên giới về Việt Nam. Đầu tháng 11, Viên đến Hà Giang gặp các thành viên Việt Quốc tại đây. Những binh sĩ đào ngũ từ các đơn vị lính thuộc địa cũng đổ về Hà Giang giúp Viên có được một đội quân khoảng 400 người. Việt Quốc và Việt Minh tại Hà Giang mâu thuẫn nhau khiến Viên đến Hà Nội yêu cầu chính phủ cử đại diện đến thuyết phục mọi người cùng chống Pháp. Sau khi gặp Hồ Chí Minh, Viên trở về Hà Giang, cho quân bắt giữ các đảng viên Việt Quốc tại đây và xử bắn một số người trên một ngọn đồi gần thị xã. Tháng 4/1946, Việt Quốc cho người ám sát ông tại Hà Nội."
Lực lượng không quân có những máy bay nào?,"[""Thời điểm cụ thể đang hỏi (năm 1927)"", ""Quốc gia hoặc tổ chức sở hữu lực lượng không quân (Trung Hoa Dân Quốc)""]","'ba chiếc máy bay và hai chiếc máy bay huấn luyện JN-4 ""Jenny'","Không quân Trung Hoa Dân Quốc ban đầu là Cục Hàng không thành lập tại Đại Sa Đầu của Quảng Châu, đương thời chỉ có ba chiếc máy bay và hai chiếc máy bay huấn luyện JN-4 ""Jenny"". Năm 1927, Chính phủ Quốc dân thành lập Hàng không xứ, đến năm 1928 thì đổi thành Hàng không sảnh, chia thành 4 đội, tổng cộng có 24 chiếc máy bay. Sau Bắc phạt, quốc tế bãi bỏ cấm vận vũ khí áp đặt liên tục trong 10 năm với Trung Quốc. Từ năm 1934 trở đi, Chính phủ Nam Kinh hợp tác cùng Công ty Curtiss Wright của Hoa Kỳ lập xưởng chế tạo máy bay trung ương, và bắt đầu nhập khẩu linh kiện lắp ráp máy bay. Thời kỳ đầu, Không quân Trung Hoa Dân Quốc sử dụng Hawk-II và Hawk III đều do Hoa Kỳ sản xuất Từ năm 1937 đến năm 1941, Không quân Liên Xô cung cấp cho Chính phủ Quốc dân một lượng lớn I-15, I-16, SB-3, đồng thời Đội tình nguyện hàng không Liên Xô tham gia tác chiến kháng Nhật. Tỷ lệ chiến đấu cơ Hoa Kỳ trong không quân từng suy giảm, song sau khi Liên Xô rút viện trợ vào năm 1941, chính phủ lại bắt đầu sử dụng nhiều các loại máy bay của Hoa Kỳ. Ngoài ra, sau khi kháng chiến kết thúc, Chính phủ Quốc Dân từng tiếp nhận một tốp Mosquito do Anh thiết kế, Canada sản xuất."
Các từ này được liệt kê như thế nào trong các từ điển?,"[""Các từ nào đang được đề cập"", ""Từ điển tiếng gì"", ""Thời kỳ của từ điển (hiện đại hay truyền thống)"", ""Quan điểm phân loại từ (theo nhà ngôn ngữ học hiện đại hay truyền thống)""]",'vừa là tính từ vừa là đại từ',"Các nhà ngôn ngữ học ngày nay tách biệt các từ hạn định và tính từ, coi chúng là hai bộ phận riêng biệt của câu (hay các thể loại từ vựng), nhưng theo truyền thống, các từ hạn định đã được xem là các tính từ trong một số cách dùng. (Trong các từ điển tiếng Anh, một cách điển hình, các từ hạn định vẫn chưa được đối xử như chính địa vị là một phần trong câu, các từ hạn định thường bị liệt vào vừa là tính từ vừa là đại từ). Các từ hạn định là những từ biểu thị sự viện dẫn của một danh từ trong ngữ cảnh, nói chung chỉ sự xác định (như trong các từ tiếng Anh a và the), số lượng (như trong các từ tiếng Anh one (một) và some (một vài) và many (nhiều)), hay tính chất khác tương tự như thế."
Các tổ chức nào đã được hợp nhất sau các sự kiện chính trị quan trọng?,"[""Thời điểm cụ thể (sau 2/9/1945 hay sau 30/4/1975)"", ""Các tổ chức cụ thể tham gia hợp nhất"", ""Bối cảnh lịch sử của việc hợp nhất"", ""Mục đích của việc hợp nhất""]",'Mặt trận Tổ quốc Việt Nam và Việt Nam Dân chủ Cộng hòa',"Trên thực tế cơ cấu tổ chức của phía cách mạng phức tạp và biến chuyển hơn các tin tức từ phía đối phương khai thác được. Tựu trung, để tạo cho lực lượng cách mạng ở miền Nam một vị thế chính trị độc lập với vị thế của Việt Nam Dân chủ Cộng hòa, nâng cao vị thế của họ trên bình diện quốc tế, có lợi cho cách mạng, nhất là trong thu hút lực lượng, tranh thủ ủng hộ quốc tế, và trên bàn đàm phán, tránh mang tiếng Miền Bắc ""xâm lược""... nên cơ cấu tổ chức của lực lượng cách mạng ở miền Nam độc lập với các thiết chế ở miền Bắc, bao gồm cả Đảng, Mặt trận, chính quyền, quân đội,... Sau 30/4/1975 mới công khai đảng Nhân dân Cách mạng là bộ phận của Đảng Lao động, Quân Giải phóng miền Nam Việt Nam là bộ phận của Quân đội Nhân dân Việt Nam. Riêng Mặt trận Dân tộc Giải phóng miền Nam Việt Nam và chính quyền Cộng hòa Miền Nam Việt Nam thì sáp nhập với Mặt trận Tổ quốc Việt Nam và Việt Nam Dân chủ Cộng hòa sau các hội nghị hiệp thương, bầu cử và đại hội thống nhất."
Người con trai qua đời vì nguyên nhân nào?,"[""Đang nói về con trai của ai"", ""Có nhiều người con trai được nhắc đến trong đoạn văn"", ""Cần xác định đang hỏi về Friedrich (con trai của Kepler) hay con trai của người khác""]",'nhiễm đậu mùa',"Cũng trong năm đó, vợ ông Barbara Kepler mắc bệnh sốt phát ban Hungary, và sau đó bắt đầu có những cơn động kinh. Khi Barbara hồi phục, cả ba đứa trẻ đều nhiễm đậu mùa, đứa con trai lớn, Friedrich, mất (6 tuổi). Sau cái chết của con trai, Kepler gửi thư tới các nhà bảo trợ tiềm năng ở Württemberg và Padua để tìm cơ hội di cư. Ở Đại học Tübingen (Württemberg), những lo ngại về việc Kepler đã tiếp nhận dị giáo Calvin vi phạm Tín điều Augsburg đã ngăn cản ông trở về. Tại Đại học Padua, Galileo lúc ấy sắp ra đi giới thiệu Kepler thay ghế giáo sư toán, tuy nhiên Kepler muốn gia đình sống trong lãnh thổ Đức đã không nhận lời; thay vào đó ông tới Áo để sắp xếp một vị trí giáo viên và nhà toán học của hạt Linz. Tuy nhiên, bệnh của Barbara tái phát và bà mất ít lâu sau khi Kepler về nhà."
Phản ứng của cộng đồng người Síp đối với cuộc trưng cầu dân ý là gì?,"[""Cộng đồng người Síp nào (Thổ Nhĩ Kỳ hay Hy Lạp)"", ""Cuộc trưng cầu dân ý nào (năm 1950 hay thời điểm khác)"", ""Ai tổ chức cuộc trưng cầu dân ý (Nhà thờ Chính thống phương Đông hay tổ chức khác)""]",'tẩy chay',"Tháng 1 năm 1950 Nhà thờ Chính thống phương Đông tổ chức một cuộc trưng cầu dân ý, bị cộng đồng người Síp Thổ Nhĩ Kỳ tẩy chay, theo đó 90% người bỏ phiếu ủng hộ ""enosis"", có nghĩa là một liên minh với Hy Lạp; tất nhiên cũng có những người Síp Hy Lạp không đồng ý với enosis. Quyền tự trị giới hạn theo một hiến pháp được cơ quan hành chính Anh đưa ra nhưng cuối cùng bị bác bỏ. Năm 1955 tổ chức EOKA được thành lập, tìm kiếm độc lập và liên minh với Hy Lạp thông qua đấu tranh vũ trang. Cùng lúc ấy Tổ chức Kháng chiến Thổ Nhĩ Kỳ (TMT), kêu gọi Taksim, hay sự ly khai, được thành lập bởi những người Síp Thổ Nhĩ Kỳ như một tổ chức đối trọng. Sự hỗn loạn trên hòn đảo bị người Anh dùng vũ lực đàn áp."
Sự thiếu tiềm lực về khai thác gây ra hậu quả gì cho ngành công nghiệp?,"[""Loại khoáng sản cụ thể (hydrocarbon và volfram)"", ""Quốc gia được đề cập (Bồ Đào Nha)"", ""Ngành công nghiệp cụ thể bị ảnh hưởng (khai mỏ và luyện kim)""]",'cản trở sự phát triển của lĩnh vực khai mỏ và luyện kim của quốc gia',"Bồ Đào Nha có ngành khai khoáng quan trọng và đứng hàng đầu châu Âu về sản xuất đồng, cũng như nổi bật về thiếc, volfram, và urani. Tuy nhiên, Bồ Đào Nha thiếu tiềm lực tiến hành khai thác hydrocarbon và nhôm, cản trở sự phát triển của lĩnh vực khai mỏ và luyện kim của quốc gia. Bồ Đào Nha có trữ lượng lớn về sắt và than đá, chủ yếu tại miền bắc, song từ sau cách mạng năm 1974 và toàn cầu hoá kinh tế thì do nguyên nhân tính cạnh tranh thấp nên họ buộc phải giảm hoạt động khai thác các khoáng sản này."
Người dân đã đứng lên đấu tranh vì bị đàn áp như thế nào?,"[""Thời điểm cụ thể của sự kiện (18/5/1980)"", ""Địa điểm xảy ra sự kiện (Quang Châu/Gwangju)"", ""Đối tượng bị đàn áp là sinh viên"", ""Cuộc biểu tình ban đầu là ôn hòa"", ""Chính quyền đương thời là của Chun Doo-hwan""]",'chống lại cảnh sát chính phủ của Chun Doo-hwan sau khi lực lượng này đàn áp một cuộc biểu tình ôn hòa của sinh viên địa phương',"Tại Nam Triều Tiên, các chính quyền độc tài quân sự liên tiếp nắm quyền từ sau năm 1950 đến cuối thập niên 1980 với lập trường chống chủ nghĩa Cộng sản rất mạnh (quân đội Nam Triều Tiên từng được cử sang tham chiến cùng Mỹ trong cuộc chiến ở Việt Nam). Ngày 18/5/1980 đã xảy ra vụ nổi dậy Quang Châu (Gwangju) khi người dân địa phương đánh cướp kho vũ khí của các trạm cảnh sát địa phương để chống lại cảnh sát chính phủ của Chun Doo-hwan sau khi lực lượng này đàn áp một cuộc biểu tình ôn hòa của sinh viên địa phương. Quân đội Nam Triều Tiên được điều đến và nổ súng bắn chết khoảng 1.000 tới 2.000 thường dân Tuy nhiên, cuộc nổi dậy để lại dấu ấn to lớn cho sự ra đời của chính phủ dân sự vào thập niên 1990 với đường lối đối ngoại mềm mỏng hơn rất nhiều.[cần dẫn nguồn]"
Các cơ sở tôn giáo đã bị biến thành gì trong phong trào cải cách?,"[""Ai là người thực hiện việc biến đổi này"", ""Thời điểm diễn ra việc biến đổi"", ""Địa điểm cụ thể xảy ra sự việc"", ""Phong trào cải cách nào được đề cập""]",'trường học và trụ sở Quốc dân Đảng',"Chi nhánh Trung Quốc dân Đảng tại Quảng Tây dưới quyền Tân Quế hệ của Bạch Sùng Hy và Lý Tông Nhân thi hành các chính sách chống chủ nghĩa đế quốc, chống tôn giáo và chống ngoại quốc. Trong Bắc phạt, năm 1926 tại Quảng Tây, Tướng quân người Hồi Bạch Sùng Hy dẫn quân tàn phá hầu hết các chùa và đập tan các tượng thần thánh, biến chùa thành các trường học và trụ sở Quốc dân Đảng. Bạch Sùng Hy lãnh đạo một làn sóng chống ngoại quốc tại Quảng Tây, tấn công người Mỹ, châu Âu và các nước khác, khiến tỉnh trở nên không an toàn đối với người phi bản địa. Người phương Tây đào thoát khỏi Quảng Tây, và một số người Cơ Đốc giáo Trung Quốc cũng bị tấn công do bị cho là tay sai đế quốc."
Sự kiện quyết chiến đã diễn ra ở đâu hiện nay?,"[""Sự kiện quyết chiến nào đang được đề cập"", ""Thời điểm diễn ra sự kiện"", ""Các bên tham gia trong cuộc chiến"", ""Mối liên hệ giữa Minh Điều và Phong Khâu""]",'đông bộ Phong Khâu',"Xuất hiện sau văn hóa Nhị Lý Đầu là văn hóa Nhị Lý Cương, tồn tại trong khoảng thời gian 1500 TCN –1300 TCN và được đặt theo tên một di chỉ ở ngay bên ngoài khu đô thị của Trịnh Châu. Di chỉ có dấu tích của một tường thành lớn với chu vi gần 7 km, các xưởng lớn được đặt ngay bên ngoài tường thành: một xưởng sản xuất đồ cốt, một xưởng sản xuất đồ gốm, hai xưởng sản xuất bình đồng. Nhị Lý Cương là nền văn hóa khảo cổ học sớm nhất tại Trung Quốc thể hiện việc đã sử dụng phổ biến các bình đồng được đúc, phong cách cũng thống nhất hơn văn hóa Nhị Lý Đầu. Nhiều nhà khảo cổ Trung Quốc cho rằng thành cổ này là một trong những đô thành ban đầu của vương triều Thương, triều đại tiếp nối của vương triều Hạ. Minh Điều, nay là đông bộ Phong Khâu là nơi quân của Thương Thang đã quyết chiến với quân của vua Kiệt triều Hạ, kết quả là quân Hạ đại bại. Do việc lũ lụt, thiên tai, triều Thương đã phải thiên đô nhiều lần, cuối cùng định đô tại Ân Khư (thuộc An Dương ngày nay) trong thời gian vua Bàn Canh trị vì. Viên quan triều Thanh Vương Ý Vinh (王懿榮) đã phát hiện ra những xương và mai rùa được khắc chữ tại di chỉ An Khư vào năm 1899, được gọi là giáp cốt văn."
Sinh vật này giống với các loài khác ở đặc điểm nào?,"[""Sinh vật nào đang được nhắc đến"", ""Các loài khác là loài gì"", ""Đang so sánh giữa con người và linh trưởng hay côn trùng và linh trưởng""]","'là một sinh vật xã hội, sống bầy đàn, có sự phân thứ bậc nhất định xác định từ cọ xát và truyền thống'","Cũng như những loài linh trưởng khác, con người là một sinh vật xã hội, sống bầy đàn, có sự phân thứ bậc nhất định xác định từ cọ xát và truyền thống. Hơn thế nữa, con người cũng rất thành thạo việc sử dụng ngôn ngữ trong giao tiếp, để biểu lộ những ý kiến riêng của mình và trao đổi thông tin. Con người tạo ra những xã hội phức tạp trong đó có những nhóm hỗ trợ nhau và đối nghịch nhau ở từng mức độ, có thể từ những cá nhân trong gia đình cho đến những quốc gia rộng lớn. Giao tiếp xã hội giữa con người và con người đã góp phần tạo nên những truyền thống, nghi thức, quy tắc đạo đức, giá trị, chuẩn mực xã hội, và cả luật pháp. Tất cả cùng nhau tạo nên những nền tảng của xã hội loài người. Con người cũng rất chú ý đến cái đẹp và thẩm mỹ, cùng với nhu cầu muốn bày tỏ mình, đã tạo nên những sự đổi với về văn hóa như nghệ thuật, văn chương và âm nhạc."
